"","UNITID_P","INSTNM","BRANCH","Address","City","State","ZIP","sector_cd","Sector_desc","men_total","women_total","Total","MURD10","NEG_M10","FORCIB10","NONFOR10","ROBBE10","AGG_A10","BURGLA10","VEHIC10","ARSON10","MURD11","NEG_M11","FORCIB11","NONFOR11","ROBBE11","AGG_A11","BURGLA11","VEHIC11","ARSON11","MURD12","NEG_M12","FORCIB12","NONFOR12","ROBBE12","AGG_A12","BURGLA12","VEHIC12","ARSON12","FILTER10","FILTER11","FILTER12"
"6174",219718005,"Bethel University","Memphis","5885 Ridgeway Center Parkway, Suite 100","Memphis","TN","38120",2,"Private nonprofit, 4-year or above",2714,3565,6279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1
"6175",219718006,"Bethel University","Nashville","1801 West End Avenue, Suite 200, Second Floor","Nashville","TN","37203",2,"Private nonprofit, 4-year or above",2714,3565,6279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,1
"6176",219790001,"Bryan College-Dayton","Main Campus","Bryan College 7792 721 Bryan Drive","DAYTON","TN","373216275",2,"Private nonprofit, 4-year or above",802,887,1689,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,1,8,0,0,1,1,1
"6177",219790002,"Bryan College-Dayton","Krystal Campus","1 Union Square Suite 200","Chattanooga","TN","37402",2,"Private nonprofit, 4-year or above",802,887,1689,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"6178",219790003,"Bryan College-Dayton","Knoxville Campus","170 North Seven Oaks Drive","Knoxville","TN","37922",2,"Private nonprofit, 4-year or above",802,887,1689,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"6179",219806001,"Carson-Newman University","Main Campus","1646 S RUSSELL AVE","JEFFERSON CITY","TN","37760",2,"Private nonprofit, 4-year or above",873,1094,1967,0,0,0,0,0,0,21,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,6,0,0,1,1,1
"6180",219824001,"Chattanooga State Community College","Main Campus","4501 AMNICOLA HWY","CHATTANOOGA","TN","374061097",4,"Public, 2-year",4018,6103,10121,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1
"6181",219824002,"Chattanooga State Community College","East Gate","4500 Brainerd Rd","Chattanooga","TN","37411",4,"Public, 2-year",4018,6103,10121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6182",219824003,"Chattanooga State Community College","East Campus","7158 Lee Hwy","Chattanooga","TN","37421",4,"Public, 2-year",4018,6103,10121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6183",219824004,"Chattanooga State Community College","Kimball","426 Battle Creek Road","Pittsburg","TN","37380",4,"Public, 2-year",4018,6103,10121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6184",219824005,"Chattanooga State Community College","Dayton Campus","200 4th Avenue","Dayton","TN","37321",4,"Public, 2-year",4018,6103,10121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6185",219824006,"Chattanooga State Community College","Sequatchie Valley","26297 Hwy. 127","Dunlap","TN","37327",4,"Public, 2-year",4018,6103,10121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6186",219833001,"Christian Brothers University","Christian Brothers University Main Campus","650 E PARKWAY S","MEMPHIS","TN","38104",2,"Private nonprofit, 4-year or above",664,939,1603,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,3,0,0,0,0,0,0,1,1,9,1,0,1,1,1
"6187",219842001,"Pentecostal Theological Seminary","Pentecostal Theological Seminary","900 WALKER ST NE","CLEVELAND","TN","37311",2,"Private nonprofit, 4-year or above",108,53,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,1,1,1
"6188",219879001,"Cleveland State Community College","Cleveland State Community College","3535 ADKISSON DRIVE","CLEVELAND","TN","373203570",4,"Public, 2-year",1373,2267,3640,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6189",219888001,"Columbia State Community College","Main Campus","1665 HAMPSHIRE PIKE","COLUMBIA","TN","38401",4,"Public, 2-year",1904,3418,5322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1
"6190",219888002,"Columbia State Community College","Clifton Campus","795 Main Street","Clifton","TN","38425",4,"Public, 2-year",1904,3418,5322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6191",219888004,"Columbia State Community College","Lawrenceburg Campus","1620 Springer Road","Lawrenceburg","TN","38464",4,"Public, 2-year",1904,3418,5322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6192",219888005,"Columbia State Community College","Lewisburg Campus","980 South Ellington Parkway","Lewisburg","TN","37901",4,"Public, 2-year",1904,3418,5322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6193",219888006,"Columbia State Community College","Williamson County Center","104 Claude Yates Drive","Franklin","TN","37064",4,"Public, 2-year",1904,3418,5322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6194",219903001,"Concorde Career College-Memphis","Concorde Career College","5100 POPLAR AVE STE 132","MEMPHIS","TN","381370132",6,"Private for-profit, 2-year",139,1089,1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6195",219921001,"Tennessee Technology Center at Covington","Tennessee College of Applied Tehnology Covington","1600 Hwy 51 South","COVINGTON","TN","38019",4,"Public, 2-year",146,55,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6196",219949001,"Cumberland University","Main Campus","ONE CUMBERLAND SQUARE","LEBANON","TN","370873554",2,"Private nonprofit, 4-year or above",680,825,1505,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,8,1,0,0,0,0,0,0,0,10,0,0,1,1,1
"6197",219976001,"Lipscomb University","Main Campus","3901 GRANNY WHITE PIKE","NASHVILLE","TN","372043951",2,"Private nonprofit, 4-year or above",1716,2538,4254,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,6,0,0,1,1,1
"6198",219994001,"Tennessee Technology Center at Dickson","Main Campus","740 HWY 46","Dickson","TN","37055",4,"Public, 2-year",298,284,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6199",219994002,"Tennessee Technology Center at Dickson","Clarksville Extension Campus","3789 Guthrie Highway","Clarksville","TN","37040",4,"Public, 2-year",298,284,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6200",220002001,"Daymar Institute-Nashville","Daymar Institute","340 PLUS PARK BLVD.","NASHVILLE","TN","37217",3,"Private for-profit, 4-year or above",73,160,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6201",220057001,"Dyersburg State Community College","Dyersburg State Community College","1510 Lake Road","Dyersburg","TN","380242411",4,"Public, 2-year",1202,2388,3590,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1
"6202",220057002,"Dyersburg State Community College","Jimmy Naifeh Tipton County Center","3149 Highway 51 South","Covington","TN","38019",4,"Public, 2-year",1202,2388,3590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
"6203",220057003,"Dyersburg State Community College","Gibson County Center","2071 Highway 45 By-pass","Trenton","TN","38382",4,"Public, 2-year",1202,2388,3590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6204",220075001,"East Tennessee State University","Main Campus","807 UNIVERSITY PKY","JOHNSON CITY","TN","376140000",1,"Public, 4-year or above",6338,8795,15133,0,0,2,0,3,5,22,3,1,0,0,2,0,0,2,20,3,1,0,0,3,0,1,5,15,2,0,1,1,1
"6205",220075002,"East Tennessee State University","Kingsport","1501 University Blvd.","Kingsport","TN","37660",1,"Public, 4-year or above",6338,8795,15133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6206",220075003,"East Tennessee State University","Elizabethton","1000 Jason Witten Way","Elizabethton","TN","37643",1,"Public, 4-year or above",6338,8795,15133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6207",220118001,"Chattanooga College Medical Dental and Technical Careers","Chattanooga College Medical, Dental, & Technical Careers","3805 BRAINERD RD","CHATTANOOGA","TN","37411",6,"Private for-profit, 2-year",53,288,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6208",220127001,"Tennessee Technology Center at Elizabethton","Main Campus","PO Box 789, 426 Hwy. 91","ELIZABETHTON","TN","37644",4,"Public, 2-year",221,293,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
"6209",220127002,"Tennessee Technology Center at Elizabethton","Herman Robinson Campus","PO Box 789, 1500 Arney Street","Elizabethton","TN","37644",4,"Public, 2-year",221,293,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6210",220127003,"Tennessee Technology Center at Elizabethton","Tennessee Technology Center - Mountain City Instructional Center","358 Hospital Road","Mountain City","TN","37683",4,"Public, 2-year",221,293,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6211",220127004,"Tennessee Technology Center at Elizabethton","ETSU at Kingsport Campus","1501 University Boulevard","Kingsport","TN","37664",4,"Public, 2-year",221,293,514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1
"6212",220136001,"Emmanuel Christian Seminary","Main Campus","ONE WALKER DR","JOHNSON CITY","TN","376019989",2,"Private nonprofit, 4-year or above",77,26,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6213",220163001,"Fayetteville College of Cosmetology Arts and Sciences","Main Campus","201 West College Street","FAYETTEVILLE","TN","373340135",9,"Private for-profit, less-than 2-year",4,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6214",220181001,"Fisk University","Fisk University","1000 17th Avenue,North","Nashville","TN","372084501",2,"Private nonprofit, 4-year or above",245,375,620,0,0,0,0,1,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,2,2,2,0,0,1,1,1
"6215",220206001,"Welch College","Main Campus","3606 W END AVE","NASHVILLE","TN","372050117",2,"Private nonprofit, 4-year or above",154,162,316,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,1
"6216",220215001,"Freed-Hardeman University","Main Campus","158 E MAIN ST","HENDERSON","TN","383402399",2,"Private nonprofit, 4-year or above",826,1078,1904,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,1,0,1,1,1
"6217",220251001,"Tennessee Technology Center at Harriman","Tennessee Technology Center at Harriman","1745 HARRIMAN HIGHWAY","HARRIMAN","TN","377485849",4,"Public, 2-year",135,131,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6218",220279001,"Tennessee Technology Center at Hartsville","Main Campus","716 McMurry Blvd. Hwy. 25","Hartsville","TN","370742028",4,"Public, 2-year",256,289,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
"6219",220312001,"Hiwassee College","Main Campus","225 Hiwassee College Drive","Madisonville","TN","373544001",2,"Private nonprofit, 4-year or above",176,209,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"6220",220321001,"Tennessee Technology Center at Hohenwald","TENNESSEE COLLEGE OF APPLIED TECHNOLOGY - HOHENWALD","813 W MAIN","HOHENWALD","TN","384622201",4,"Public, 2-year",202,156,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6221",220394001,"Tennessee Technology Center at Jacksboro","Main Campus","265 ELKINS RD","JACKSBORO","TN","37757",4,"Public, 2-year",125,116,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6222",220400001,"Jackson State Community College","Main Campus","2046 NORTH PKY","JACKSON","TN","383013797",4,"Public, 2-year",1580,2914,4494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6223",220464001,"John A Gupton College","John A. Gupton College","1616 CHURCH ST","NASHVILLE","TN","372032954",5,"Private nonprofit, 2-year",65,73,138,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6224",220473001,"Johnson University","Main Campus","7900 JOHNSON DR","KNOXVILLE","TN","37998",2,"Private nonprofit, 4-year or above",502,452,954,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,6,0,0,1,1,1
"6225",220491001,"Paul Mitchell the School-Nashville","Paul Mitchell the School Nashville","5510 CROSSINGS CIRCLE","ANTIOCH","TN","37013",9,"Private for-profit, less-than 2-year",13,175,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6226",220516001,"King College","Main Campus","1350 King College Road","Bristol","TN","37620",2,"Private nonprofit, 4-year or above",839,1503,2342,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,17,1,0,1,1,1
"6227",220516002,"King College","King College Kingsport Campus","104 East Main Street","Kingsport","TN","37660",2,"Private nonprofit, 4-year or above",839,1503,2342,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6228",220516003,"King College","King College - Knoxville Campus","10950 Spring Bluff Way","Knoxville","TN","37933",2,"Private nonprofit, 4-year or above",839,1503,2342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6229",220552001,"South College","Main Campus","3904 Lonas Drive","KNOXVILLE","TN","379090000",3,"Private for-profit, 4-year or above",230,732,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
"6230",220570001,"Knoxville Institute of Hair Design","Knoxville Institute of Hair Design","1221 N Central","Knoxville","TN","379176366",9,"Private for-profit, less-than 2-year",7,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6231",220598001,"Lane College","Main Campus","545 LANE AVE","JACKSON","TN","383014598",2,"Private nonprofit, 4-year or above",742,770,1512,0,0,0,0,1,5,3,3,0,0,0,0,0,3,2,6,1,0,1,0,0,0,4,15,0,1,0,1,1,1
"6232",220604001,"Le Moyne-Owen College","Main Campus","807 WALKER AVE","MEMPHIS","TN","38126",2,"Private nonprofit, 4-year or above",368,710,1078,0,0,0,0,1,2,2,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1
"6233",220613001,"Lee University","Lee University","1120 N OCOEE ST","CLEVELAND","TN","373203731",2,"Private nonprofit, 4-year or above",2123,2831,4954,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,1,1,1
"6234",220631001,"Lincoln Memorial University","Main Campus, Harrogate","CUMBERLAND GAP PKY","HARROGATE","TN","377529900",2,"Private nonprofit, 4-year or above",1562,2776,4338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6235",220640001,"Tennessee Technology Center at Livingston","Main Campus","740 HI TECH DR","LIVINGSTON","TN","38570",4,"Public, 2-year",225,311,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6236",220701001,"Martin Methodist College","Main Campus","433 W MADISON ST","PULASKI","TN","384782799",2,"Private nonprofit, 4-year or above",407,673,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6237",220710001,"Maryville College","Main Campus","502 E LAMAR ALEXANDER PKWY","MARYVILLE","TN","378045907",2,"Private nonprofit, 4-year or above",484,609,1093,0,0,2,0,0,1,3,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,3,6,1,0,1,1,1
"6238",220756001,"Tennessee Technology Center at McKenzie","Tennessee Technology Center at McKenzie","16940 HIGHLAND DR","MCKENZIE","TN","38201",4,"Public, 2-year",181,51,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6239",220765001,"Genesis Career College","Genesis Career College","880 A East TENTH ST","COOKEVILLE","TN","385011907",9,"Private for-profit, less-than 2-year",99,566,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6240",220792001,"Meharry Medical College","Meharry Medical College","1005 D. B. Todd Jr. Blvd.","NASHVILLE","TN","37208",2,"Private nonprofit, 4-year or above",314,468,782,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,3,0,0,1,1,1
"6241",220808001,"Memphis College of Art","Memphis College of Art","1930 POPLAR AVE","MEMPHIS","TN","381042764",2,"Private nonprofit, 4-year or above",142,259,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6242",220853001,"Tennessee Technology Center at Memphis","Main Campus","550 Alabama Avenue","Memphis","TN","381053604",4,"Public, 2-year",562,288,850,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,1,1,0,1,1,1
"6243",220853002,"Tennessee Technology Center at Memphis","Aviation Facility","3435 Tchulahoma Road","Memphis","TN","38118",4,"Public, 2-year",562,288,850,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6244",220862001,"University of Memphis","Main Campus","3720 Alumni","MEMPHIS","TN","38152",1,"Public, 4-year or above",8771,13368,22139,0,0,1,0,4,2,41,3,0,0,0,2,0,1,5,39,5,0,0,0,1,0,2,3,40,3,0,1,1,1
"6245",220862002,"University of Memphis","Carrier Center","500 East Winchester Boulevard","Collierville","TN","38017",1,"Public, 4-year or above",8771,13368,22139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6246",220862003,"University of Memphis","Millington Center","6500 Navy Road","Millington","TN","38053",1,"Public, 4-year or above",8771,13368,22139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
"6247",220862004,"University of Memphis","Cecil C. Humphreys School of Law","1 N. Front Street","Memphis","TN","381032189",1,"Public, 4-year or above",8771,13368,22139,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6248",220862005,"University of Memphis","Lambuth Campus","705 Lambuth Blvd.","Jackson","TN","38301",1,"Public, 4-year or above",8771,13368,22139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,2,0,0,0,0,1
"6249",220871001,"Memphis Theological Seminary","Memphis Theological Seminary","168 East Parkway South","Memphis","TN","381044395",2,"Private nonprofit, 4-year or above",121,100,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6250",220941001,"Victory University","Main Campus","255 N Highland","MEMPHIS","TN","381114745",3,"Private for-profit, 4-year or above",942,1070,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6251",220978001,"Middle Tennessee State University","Main Campus","1301 East Main Street","MURFREESBORO","TN","37132",1,"Public, 4-year or above",11754,13640,25394,0,0,2,0,1,5,67,9,0,0,0,4,0,2,5,30,5,0,0,0,2,0,4,11,23,7,1,1,1,1
"6252",220978002,"Middle Tennessee State University","Middle Tennessee Education Center","200 Dover St, Suite J","Shelbyville","TN","37160",1,"Public, 4-year or above",11754,13640,25394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1
"6253",220996001,"Middle Tennessee School of Anesthesia Inc","Main Campus","315 Hospital Drive","MADISON","TN","37115",2,"Private nonprofit, 4-year or above",92,112,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6254",221014001,"Milligan College","Main Campus","MILLIGAN HWY","MILLIGAN COLLEGE","TN","37682",2,"Private nonprofit, 4-year or above",417,746,1163,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,1,1,1
"6255",221050001,"Tennessee Technology Center at Morristown","Main Campus","821 W LOUISE AVE","MORRISTOWN","TN","378132094",4,"Public, 2-year",459,260,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6256",221096001,"Motlow State Community College","Main Campus","6015 Ledford Mill Road","Tullahoma","TN","37388",4,"Public, 2-year",1820,2938,4758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6257",221096002,"Motlow State Community College","McMinnville","225 Cadillac Lane, McMinnville, TN","MCMINNVILLE","TN","37110",4,"Public, 2-year",1820,2938,4758,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6258",221096003,"Motlow State Community College","Fayetteville","1802 WINCHESTER HWY","FAYETTEVILLE","TN","37334",4,"Public, 2-year",1820,2938,4758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6259",221096004,"Motlow State Community College","SMYRNA","5002 Motlow College Boulevard","Smyrna","TN","37167",4,"Public, 2-year",1820,2938,4758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6260",221102001,"Tennessee Technology Center at Murfreesboro","Tennessee College of Applied Technology","1303 OLD FORT PKY","MURFREESBORO","TN","371293311",4,"Public, 2-year",189,147,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1
"6261",221148001,"Nashville Auto Diesel College","Nashville Auto-Diesel College","1524 GALLATIN RD","NASHVILLE","TN","37206",6,"Private for-profit, 2-year",1955,51,2006,0,0,0,0,0,1,16,3,0,0,0,0,0,0,1,7,1,0,0,0,0,0,2,0,0,1,0,1,1,1
"6262",221157001,"Nashville College of Medical Careers","Main Campus","1556 CRESTVIEW DR","MADISON","TN","371152120",9,"Private for-profit, less-than 2-year",9,154,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6263",221184001,"Nashville State Community College","Nashville State Technical Community College","120 WHITE BRIDGE RD","NASHVILLE","TN","372094515",4,"Public, 2-year",3883,6001,9884,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
"6264",221236001,"Tennessee Technology Center at Newbern","Tennessee College of Applied Technology - Newbern","340 WASHINGTON ST","NEWBERN","TN","38059",4,"Public, 2-year",226,129,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6265",221254001,"O'More College of Design","Main Campus","423 S MARGIN ST","FRANKLIN","TN","370642816",2,"Private nonprofit, 4-year or above",31,174,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6266",221281001,"Tennessee Technology Center at Paris","Tennessee Technology Center at Paris","312 S WILSON ST","PARIS","TN","38242",4,"Public, 2-year",131,168,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6267",221290001,"Plaza Beauty School","Main Campus","4682 SPOTTSWOOD AVE","MEMPHIS","TN","381174822",9,"Private for-profit, less-than 2-year",4,166,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6268",221333001,"Tennessee Technology Center at Pulaski","Main Campus","1233 E COLLEGE ST/P.O. Box 614","PULASKI","TN","384780614",4,"Public, 2-year",336,188,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6269",221333003,"Tennessee Technology Center at Pulaski","Lewisburg Extension","218 W. Commerce St.","Lewisburg","TN","37091",4,"Public, 2-year",336,188,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6270",221351001,"Rhodes College","Main Campus","2000 North Parkway","Memphis","TN","381121690",2,"Private nonprofit, 4-year or above",796,1131,1927,0,0,3,0,0,0,2,0,0,0,0,4,0,0,0,7,0,0,0,0,3,0,0,1,2,0,0,1,1,1
"6271",221388001,"Tennessee Technology Center at Ripley","Main Campus","127 INDUSTRIAL DR","RIPLEY","TN","38063",4,"Public, 2-year",52,82,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"6272",221397001,"Roane State Community College","Main Campus","276 Patton LN","HARRIMAN","TN","37748",4,"Public, 2-year",2175,4333,6508,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1
